#EXPORTTYPE:       ,DATA ALL                        ,,,,
946,185.19287,7.61E-03,0.3,60,8.26E-06
947,185.39488,7.63E-03,0.29997,60,8.26E-06
948,185.59648,7.64E-03,0.3,60,8.26E-06
949,185.79773,7.65E-03,0.30001,60,8.27E-06
950,185.99875,7.66E-03,0.3,60,8.27E-06
951,186.19954,7.67E-03,0.30001,60,8.27E-06
952,186.40088,7.68E-03,0.30001,60,8.27E-06
953,186.6026,7.69E-03,0.3,60,8.28E-06
954,186.80432,7.70E-03,0.29998,60,8.28E-06
955,187.00613,7.71E-03,0.30003,60,8.28E-06
956,187.20832,7.72E-03,0.30002,60,8.28E-06
957,187.40977,7.73E-03,0.30003,60,8.28E-06
958,187.61023,7.74E-03,0.30001,60,8.29E-06
959,187.81072,7.75E-03,0.3,60,8.29E-06
960,188.0114,7.76E-03,0.30004,60,8.29E-06
961,188.21219,7.77E-03,0.30002,60,8.30E-06
962,188.41297,7.78E-03,0.30001,60,8.30E-06
963,188.6132,7.80E-03,0.3,60,8.30E-06
964,188.81203,7.81E-03,0.29997,60,8.30E-06
965,189.00959,7.82E-03,0.30005,60,8.31E-06
966,189.20701,7.83E-03,0.30001,60,8.31E-06
967,189.40494,7.84E-03,0.30003,60,8.31E-06
968,189.60291,7.85E-03,0.29998,60,8.32E-06
969,189.80049,7.86E-03,0.3,60,8.32E-06
970,189.99795,7.87E-03,0.30004,60,8.32E-06
971,190.19632,7.88E-03,0.29999,60,8.32E-06
972,190.39562,7.89E-03,0.29996,60,8.33E-06
973,190.59497,7.90E-03,0.29995,60,8.33E-06
974,190.7939,7.91E-03,0.30002,60,8.33E-06
975,190.99321,7.92E-03,0.3,60,8.33E-06
976,191.19299,7.94E-03,0.30006,60,8.34E-06
977,191.39214,7.95E-03,0.30001,60,8.34E-06
978,191.5903,7.96E-03,0.30005,60,8.34E-06
979,191.78786,7.97E-03,0.29998,60,8.34E-06
980,191.98482,7.98E-03,0.29999,60,8.35E-06
981,192.18102,7.99E-03,0.30004,60,8.35E-06
982,192.37724,8.00E-03,0.29998,60,8.35E-06
983,192.57428,8.01E-03,0.30003,60,8.35E-06
984,192.77225,8.02E-03,0.30004,60,8.36E-06
985,192.9705,8.03E-03,0.30002,60,8.36E-06
986,193.16847,8.04E-03,0.3,60,8.36E-06
987,193.36562,8.05E-03,0.30003,60,8.36E-06
988,193.56204,8.07E-03,0.30005,60,8.37E-06
989,193.75688,8.08E-03,0.30001,60,8.37E-06
990,193.94997,8.09E-03,0.30004,60,8.37E-06
991,194.14289,8.10E-03,0.3,60,8.37E-06
992,194.33731,8.11E-03,0.3,60,8.38E-06
993,194.53385,8.12E-03,0.30003,60,8.38E-06
994,194.73175,8.13E-03,0.30005,60,8.38E-06
995,194.93099,8.14E-03,0.29996,60,8.39E-06
996,195.13186,8.16E-03,0.30002,60,8.39E-06
997,195.33438,8.17E-03,0.29999,60,8.39E-06
998,195.53881,8.18E-03,0.29996,60,8.40E-06
999,195.74205,8.19E-03,0.30002,60,8.40E-06
1000,195.94314,8.20E-03,0.30003,60,8.40E-06
1001,196.14449,8.21E-03,0.3,60,8.40E-06
1002,196.34628,8.22E-03,0.3,60,8.40E-06
1003,196.54802,8.23E-03,0.30001,60,8.41E-06
1004,196.74992,8.24E-03,0.29999,60,8.41E-06
1005,196.95201,8.25E-03,0.30001,60,8.41E-06
1006,197.15378,8.26E-03,0.30004,60,8.41E-06
1007,197.35518,8.27E-03,0.3,60,8.41E-06
1008,197.5563,8.28E-03,0.3,60,8.42E-06
1009,197.75755,8.29E-03,0.29997,60,8.42E-06
1010,197.95926,8.30E-03,0.3,60,8.42E-06
1011,198.16144,8.31E-03,0.30001,60,8.42E-06
1012,198.36457,8.32E-03,0.3,60,8.43E-06
1013,198.5686,8.34E-03,0.29997,60,8.43E-06
1014,198.7734,8.35E-03,0.30002,60,8.43E-06
1015,198.97823,8.36E-03,0.30001,60,8.43E-06
1016,199.18142,8.37E-03,0.29998,60,8.44E-06
1017,199.38167,8.38E-03,0.30001,60,8.44E-06
1018,199.58023,8.39E-03,0.29998,60,8.44E-06
1019,199.7785,8.40E-03,0.29995,60,8.44E-06
1020,199.97629,8.41E-03,0.29996,60,8.44E-06
1021,200.17246,8.42E-03,0.30003,60,8.45E-06
1022,200.36721,8.43E-03,0.3,60,8.45E-06
1023,200.56203,8.44E-03,0.30011,60,8.45E-06
1024,200.75773,8.45E-03,0.30003,60,8.45E-06
1025,200.95407,8.46E-03,0.30002,60,8.45E-06
1026,201.1511,8.47E-03,0.30004,60,8.46E-06
1027,201.34898,8.48E-03,0.30003,60,8.46E-06
1028,201.54746,8.49E-03,0.30001,60,8.46E-06
1029,201.74672,8.50E-03,0.30001,60,8.46E-06
1030,201.9468,8.51E-03,0.30004,60,8.46E-06
1031,202.14656,8.53E-03,0.29998,60,8.47E-06
1032,202.34563,8.54E-03,0.30001,60,8.47E-06
1033,202.54453,8.55E-03,0.30002,60,8.47E-06
1034,202.74396,8.56E-03,0.29993,60,8.47E-06
1035,202.94325,8.57E-03,0.30001,60,8.48E-06
1036,203.14172,8.58E-03,0.29999,60,8.48E-06
1037,203.33944,8.59E-03,0.29998,60,8.48E-06
1038,203.53658,8.60E-03,0.30008,60,8.48E-06
1039,203.73317,8.61E-03,0.30007,60,8.48E-06
1040,203.92944,8.62E-03,0.29999,60,8.49E-06
1041,204.12602,8.63E-03,0.29999,60,8.49E-06
1042,204.32183,8.64E-03,0.30001,60,8.49E-06
1043,204.51651,8.65E-03,0.3,60,8.49E-06
1044,204.7106,8.66E-03,0.29997,60,8.49E-06
1045,204.9044,8.67E-03,0.29994,60,8.50E-06
1046,205.09783,8.68E-03,0.29998,60,8.50E-06
1047,205.29159,8.70E-03,0.29996,60,8.50E-06
1048,205.48637,8.71E-03,0.3,60,8.50E-06
1049,205.68245,8.72E-03,0.29998,60,8.50E-06
1050,205.87956,8.73E-03,0.29995,60,8.51E-06
1051,206.07777,8.74E-03,0.30001,60,8.51E-06
1052,206.27711,8.75E-03,0.30001,60,8.51E-06
1053,206.47726,8.76E-03,0.30002,60,8.51E-06
1054,206.67777,8.77E-03,0.30003,60,8.51E-06
1055,206.87866,8.78E-03,0.3,60,8.52E-06
1056,207.08029,8.79E-03,0.3,60,8.52E-06
1057,207.28302,8.80E-03,0.3,60,8.52E-06
1058,207.4864,8.81E-03,0.3,60,8.52E-06
1059,207.69044,8.82E-03,0.3,60,8.52E-06
1060,207.89495,8.83E-03,0.29998,60,8.53E-06
1061,208.09962,8.84E-03,0.30005,60,8.53E-06
1062,208.30445,8.85E-03,0.30003,60,8.53E-06
1063,208.50915,8.86E-03,0.29998,60,8.53E-06
1064,208.71364,8.88E-03,0.30003,60,8.53E-06
1065,208.91723,8.89E-03,0.30002,60,8.54E-06
1066,209.11887,8.90E-03,0.29999,60,8.54E-06
1067,209.31918,8.91E-03,0.30002,60,8.54E-06
1068,209.51978,8.92E-03,0.29996,60,8.54E-06
1069,209.71985,8.93E-03,0.29998,60,8.55E-06
1070,209.91901,8.94E-03,0.30002,60,8.55E-06
1071,210.11851,8.95E-03,0.29999,60,8.55E-06
1072,210.3198,8.96E-03,0.3,60,8.55E-06
1073,210.52225,8.97E-03,0.30003,60,8.56E-06
1074,210.72514,8.98E-03,0.3,60,8.56E-06
1075,210.92803,9.00E-03,0.29998,60,8.56E-06
1076,211.12886,9.01E-03,0.30002,60,8.56E-06
1077,211.32703,9.02E-03,0.29999,60,8.56E-06
1078,211.5245,9.03E-03,0.29997,60,8.56E-06
1079,211.722,9.04E-03,0.30001,60,8.57E-06
1080,211.9197,9.05E-03,0.30002,60,8.57E-06
1081,212.11795,9.06E-03,0.30001,60,8.57E-06
1082,212.31652,9.07E-03,0.3,60,8.57E-06
1083,212.51486,9.08E-03,0.29997,60,8.57E-06
1084,212.71317,9.09E-03,0.3,60,8.58E-06
1085,212.91103,9.10E-03,0.30003,60,8.58E-06
1086,213.10809,9.11E-03,0.3,60,8.58E-06
1087,213.30439,9.12E-03,0.30001,60,8.58E-06
1088,213.49962,9.13E-03,0.29999,60,8.58E-06
1089,213.69429,9.14E-03,0.3,60,8.59E-06
1090,213.8897,9.15E-03,0.3,60,8.59E-06
1091,214.08579,9.16E-03,0.3,60,8.59E-06
1092,214.28215,9.17E-03,0.3,60,8.59E-06
1093,214.47904,9.18E-03,0.29991,60,8.59E-06
1094,214.67622,9.20E-03,0.29999,60,8.60E-06
1095,214.8734,9.21E-03,0.29999,60,8.60E-06
1096,215.07041,9.22E-03,0.30002,60,8.60E-06
1097,215.26738,9.23E-03,0.30002,60,8.60E-06
1098,215.46465,9.24E-03,0.30002,60,8.60E-06
1099,215.6618,9.25E-03,0.3,60,8.60E-06
1100,215.85852,9.26E-03,0.29998,60,8.60E-06
1101,216.0546,9.27E-03,0.29997,60,8.60E-06
1102,216.2497,9.28E-03,0.3,60,8.61E-06
1103,216.44443,9.29E-03,0.30002,60,8.61E-06
1104,216.64012,9.30E-03,0.29999,60,8.61E-06
1105,216.83689,9.30E-03,0.29996,60,8.61E-06
1106,217.03425,9.31E-03,0.30002,60,8.61E-06
1107,217.23271,9.32E-03,0.29999,60,8.61E-06
1108,217.43259,9.33E-03,0.3,60,8.61E-06
1109,217.63355,9.34E-03,0.30002,60,8.61E-06
1110,217.83501,9.35E-03,0.29999,60,8.61E-06
1111,218.03649,9.36E-03,0.30001,60,8.62E-06
1112,218.23725,9.37E-03,0.29997,60,8.62E-06
1113,218.4379,9.38E-03,0.3,60,8.62E-06
1114,218.63903,9.39E-03,0.29999,60,8.62E-06
1115,218.84029,9.40E-03,0.3,60,8.62E-06
1116,219.04173,9.41E-03,0.30001,60,8.62E-06
1117,219.24329,9.42E-03,0.30002,60,8.62E-06
1118,219.44362,9.43E-03,0.30003,60,8.62E-06
1119,219.6438,9.44E-03,0.3,60,8.62E-06
1120,219.8459,9.45E-03,0.29999,60,8.63E-06
1121,220.04921,9.46E-03,0.30001,60,8.63E-06
1122,220.25261,9.47E-03,0.30003,60,8.63E-06
1123,220.45529,9.48E-03,0.3,60,8.63E-06
1124,220.65593,9.49E-03,0.29996,60,8.63E-06
1125,220.85494,9.50E-03,0.29999,60,8.63E-06
1126,221.05546,9.51E-03,0.29999,60,8.63E-06
1127,221.25779,9.52E-03,0.30001,60,8.63E-06
1128,221.45975,9.53E-03,0.30005,60,8.63E-06
1129,221.66088,9.53E-03,0.30003,60,8.63E-06
1130,221.86174,9.54E-03,0.29999,60,8.63E-06
1131,222.06248,9.55E-03,0.29998,60,8.63E-06
1132,222.26245,9.56E-03,0.30002,60,8.63E-06
1133,222.46148,9.57E-03,0.30007,60,8.63E-06
1134,222.6596,9.58E-03,0.3,60,8.63E-06
1135,222.85676,9.59E-03,0.3,60,8.63E-06
1136,223.05349,9.60E-03,0.30002,60,8.63E-06
1137,223.25035,9.61E-03,0.29999,60,8.63E-06
1138,223.44726,9.61E-03,0.30002,60,8.63E-06
1139,223.64467,9.62E-03,0.29999,60,8.63E-06
1140,223.84291,9.63E-03,0.3,60,8.63E-06
1141,224.04163,9.64E-03,0.30003,60,8.63E-06
1142,224.24252,9.65E-03,0.29997,60,8.63E-06
1143,224.4444,9.66E-03,0.30001,60,8.63E-06
1144,224.6438,9.67E-03,0.29997,60,8.63E-06
1145,224.84132,9.68E-03,0.30002,60,8.63E-06
1146,225.03843,9.68E-03,0.29999,60,8.63E-06
1147,225.23537,9.69E-03,0.30002,60,8.63E-06
1148,225.43196,9.70E-03,0.3,60,8.63E-06
1149,225.62819,9.71E-03,0.3,60,8.63E-06
1150,225.82443,9.72E-03,0.29998,60,8.63E-06
1151,226.0203,9.73E-03,0.30002,60,8.63E-06
1152,226.21663,9.74E-03,0.3,60,8.63E-06
1153,226.41442,9.75E-03,0.29997,60,8.63E-06
1154,226.61332,9.75E-03,0.30007,60,8.63E-06
1155,226.81289,9.76E-03,0.3,60,8.63E-06
1156,227.01328,9.77E-03,0.3,60,8.63E-06
1157,227.2133,9.78E-03,0.30002,60,8.63E-06
1158,227.41286,9.79E-03,0.29998,60,8.63E-06
1159,227.61193,9.79E-03,0.30002,60,8.63E-06
1160,227.81058,9.80E-03,0.29998,60,8.63E-06
1161,228.01077,9.81E-03,0.3,60,8.63E-06
1162,228.21003,9.82E-03,0.3,60,8.63E-06
1163,228.40634,9.83E-03,0.29999,60,8.63E-06
1164,228.60273,9.84E-03,0.3,60,8.63E-06
1165,228.79982,9.84E-03,0.3,60,8.63E-06
1166,228.99794,9.85E-03,0.30004,60,8.63E-06
1167,229.19758,9.86E-03,0.30002,60,8.63E-06
1168,229.39963,9.87E-03,0.3,60,8.63E-06
1169,229.60407,9.88E-03,0.29998,60,8.63E-06
1170,229.81027,9.88E-03,0.30002,60,8.63E-06
1171,230.02019,9.89E-03,0.30002,60,8.63E-06
1172,230.23079,9.90E-03,0.30002,60,8.62E-06
1173,230.43839,9.91E-03,0.29999,60,8.62E-06
1174,230.64359,9.91E-03,0.29997,60,8.62E-06
1175,230.84691,9.92E-03,0.30002,60,8.62E-06
1176,231.04835,9.93E-03,0.30001,60,8.62E-06
1177,231.24854,9.94E-03,0.29997,60,8.62E-06
1178,231.44907,9.94E-03,0.30002,60,8.62E-06
1179,231.6509,9.95E-03,0.30002,60,8.62E-06
1180,231.85311,9.96E-03,0.3,60,8.62E-06
1181,232.05459,9.97E-03,0.29997,60,8.62E-06
1182,232.25586,9.97E-03,0.3,60,8.61E-06
1183,232.45719,9.98E-03,0.29998,60,8.61E-06
1184,232.6582,9.99E-03,0.3,60,8.61E-06
1185,232.85839,1.00E-02,0.30002,60,8.61E-06
1186,233.05819,1.00E-02,0.30002,60,8.61E-06
1187,233.25752,1.00E-02,0.29998,60,8.61E-06
1188,233.45551,1.00E-02,0.30001,60,8.61E-06
1189,233.65116,1.00E-02,0.29998,60,8.61E-06
1190,233.84524,1.00E-02,0.3,60,8.61E-06
1191,234.04004,1.00E-02,0.30003,60,8.61E-06
1192,234.23689,1.01E-02,0.29998,60,8.61E-06
1193,234.43503,1.01E-02,0.30004,60,8.61E-06
1194,234.6341,1.01E-02,0.30001,60,8.60E-06
1195,234.83293,1.01E-02,0.3,60,8.60E-06
1196,235.02932,1.01E-02,0.30001,60,8.60E-06
1197,235.22265,1.01E-02,0.29997,60,8.60E-06
1198,235.41545,1.01E-02,0.29989,60,8.60E-06
1199,235.61111,1.01E-02,0.30001,60,8.60E-06
1200,235.81053,1.01E-02,0.29997,60,8.60E-06
1201,236.01214,1.01E-02,0.30003,60,8.60E-06
1202,236.21525,1.01E-02,0.29999,60,8.60E-06
1203,236.41975,1.01E-02,0.3,60,8.60E-06
1204,236.62137,1.01E-02,0.30004,60,8.60E-06
1205,236.81811,1.01E-02,0.29999,60,8.60E-06
1206,237.01365,1.02E-02,0.29999,60,8.59E-06
1207,237.20898,1.02E-02,0.30003,60,8.59E-06
1208,237.40512,1.02E-02,0.30002,60,8.59E-06
1209,237.60365,1.02E-02,0.30001,60,8.59E-06
1210,237.80275,1.02E-02,0.29999,60,8.59E-06
1211,237.99919,1.02E-02,0.3,60,8.59E-06
1212,238.19079,1.02E-02,0.29998,60,8.59E-06
1213,238.37658,1.02E-02,0.30001,60,8.59E-06
1214,238.55862,1.02E-02,0.30001,60,8.59E-06
1215,238.73967,1.02E-02,0.30001,60,8.59E-06
1216,238.92451,1.02E-02,0.29996,60,8.59E-06
1217,239.11964,1.02E-02,0.3,60,8.59E-06
1218,239.32661,1.03E-02,0.30001,60,8.59E-06
1219,239.54278,1.03E-02,0.3,60,8.59E-06
1220,239.76432,1.03E-02,0.29999,60,8.59E-06
1221,239.98542,1.03E-02,0.30002,60,8.59E-06
1222,240.19929,1.03E-02,0.30002,60,8.59E-06
1223,240.40177,1.03E-02,0.3,60,8.59E-06
1224,240.59217,1.03E-02,0.3,60,8.59E-06
1225,240.77119,1.03E-02,0.29999,60,8.59E-06
1226,240.94207,1.03E-02,0.30001,60,8.59E-06
1227,241.10928,1.03E-02,0.29999,60,8.59E-06
1228,241.27646,1.03E-02,0.29999,60,8.59E-06
1229,241.44755,1.03E-02,0.29999,60,8.59E-06
1230,241.62498,1.04E-02,0.30005,60,8.59E-06
1231,241.81065,1.04E-02,0.3,60,8.59E-06
1232,242.00737,1.04E-02,0.29998,60,8.59E-06
1233,242.21946,1.04E-02,0.29998,60,8.59E-06
1234,242.45072,1.04E-02,0.29998,60,8.59E-06
1235,242.69855,1.04E-02,0.29999,60,8.58E-06
1236,242.95147,1.04E-02,0.30002,60,8.58E-06
1237,243.20017,1.04E-02,0.3,60,8.58E-06
1238,243.43889,1.04E-02,0.3,60,8.58E-06
1239,243.66187,1.04E-02,0.3,60,8.57E-06
1240,243.87113,1.04E-02,0.29997,60,8.57E-06
1241,244.07109,1.04E-02,0.30002,60,8.57E-06
1242,244.26396,1.04E-02,0.30003,60,8.57E-06
1243,244.45219,1.04E-02,0.29996,60,8.57E-06
1244,244.6382,1.05E-02,0.30002,60,8.57E-06
1245,244.82446,1.05E-02,0.3,60,8.57E-06
1246,245.0134,1.05E-02,0.30001,60,8.57E-06
1247,245.20689,1.05E-02,0.3,60,8.57E-06
1248,245.40543,1.05E-02,0.29995,60,8.57E-06
1249,245.60687,1.05E-02,0.3,60,8.56E-06
1250,245.80971,1.05E-02,0.3,60,8.56E-06
1251,246.01283,1.05E-02,0.29999,60,8.56E-06
1252,246.21218,1.05E-02,0.30005,60,8.56E-06
1253,246.40342,1.05E-02,0.30001,60,8.56E-06
1254,246.58352,1.05E-02,0.3,60,8.56E-06
1255,246.75199,1.05E-02,0.30001,60,8.56E-06
1256,246.91146,1.05E-02,0.30003,60,8.56E-06
1257,247.0661,1.06E-02,0.30002,60,8.56E-06
1258,247.2201,1.06E-02,0.30001,60,8.56E-06
1259,247.37682,1.06E-02,0.3,60,8.56E-06
1260,247.53947,1.06E-02,0.3,60,8.56E-06
1261,247.71045,1.06E-02,0.30001,60,8.56E-06
1262,247.89162,1.06E-02,0.3,60,8.56E-06
1263,248.08848,1.06E-02,0.3,60,8.56E-06
1264,248.313,1.06E-02,0.3,60,8.56E-06
1265,248.57748,1.06E-02,0.3,60,8.56E-06
1266,248.86971,1.06E-02,0.29998,60,8.55E-06
1267,249.14987,1.06E-02,0.3,60,8.54E-06
1268,249.39614,1.06E-02,0.30004,60,8.54E-06
1269,249.61079,1.06E-02,0.30002,60,8.54E-06
1270,249.80102,1.06E-02,0.30001,60,8.53E-06
1271,249.97333,1.06E-02,0.30001,60,8.53E-06
1272,250.13345,1.06E-02,0.3,60,8.53E-06
1273,250.28669,1.07E-02,0.3,60,8.53E-06
1274,250.43759,1.07E-02,0.3,60,8.53E-06
1275,250.58935,1.07E-02,0.30002,60,8.53E-06
1276,250.74477,1.07E-02,0.3,60,8.53E-06
1277,250.90658,1.07E-02,0.30001,60,8.53E-06
1278,251.07773,1.07E-02,0.29999,60,8.53E-06
1279,251.26097,1.07E-02,0.29997,60,8.53E-06
1280,251.45932,1.07E-02,0.29999,60,8.53E-06
1281,251.6782,1.07E-02,0.3,60,8.53E-06
1282,251.9268,1.07E-02,0.3,60,8.53E-06
1283,252.20499,1.07E-02,0.29999,60,8.52E-06
1284,252.5014,1.07E-02,0.29999,60,8.52E-06
1285,252.7857,1.07E-02,0.30002,60,8.51E-06
1286,253.03932,1.07E-02,0.29998,60,8.51E-06
1287,253.26515,1.07E-02,0.29999,60,8.50E-06
1288,253.46548,1.07E-02,0.29996,60,8.50E-06
1289,253.64326,1.07E-02,0.29998,60,8.50E-06
1290,253.80467,1.08E-02,0.29999,60,8.49E-06
1291,253.95552,1.08E-02,0.30001,60,8.49E-06
1292,254.10151,1.08E-02,0.3,60,8.49E-06
1293,254.24679,1.08E-02,0.29999,60,8.49E-06
1294,254.3947,1.08E-02,0.29999,60,8.49E-06
1295,254.54814,1.08E-02,0.29997,60,8.49E-06
1296,254.71038,1.08E-02,0.3,60,8.49E-06
1297,254.88469,1.08E-02,0.29997,60,8.49E-06
1298,255.07497,1.08E-02,0.30001,60,8.49E-06
1299,255.28695,1.08E-02,0.29999,60,8.48E-06
1300,255.53044,1.08E-02,0.3,60,8.48E-06
1301,255.81106,1.08E-02,0.29997,60,8.47E-06
1302,256.11867,1.08E-02,0.3,60,8.46E-06
1303,256.42342,1.08E-02,0.30004,60,8.46E-06
1304,256.70031,1.08E-02,0.3,60,8.45E-06
1305,256.94164,1.08E-02,0.3,60,8.44E-06
1306,257.14639,1.08E-02,0.29998,60,8.44E-06
1307,257.32352,1.08E-02,0.29999,60,8.43E-06
1308,257.48248,1.08E-02,0.30002,60,8.43E-06
1309,257.63019,1.08E-02,0.30001,60,8.43E-06
1310,257.77179,1.08E-02,0.29999,60,8.43E-06
1311,257.91125,1.08E-02,0.29999,60,8.43E-06
1312,258.05162,1.09E-02,0.30001,60,8.43E-06
1313,258.19552,1.09E-02,0.29999,60,8.43E-06
1314,258.34556,1.09E-02,0.3,60,8.42E-06
1315,258.50369,1.09E-02,0.3,60,8.42E-06
1316,258.67173,1.09E-02,0.3,60,8.42E-06
1317,258.85279,1.09E-02,0.29996,60,8.41E-06
1318,259.05257,1.09E-02,0.30001,60,8.41E-06
1319,259.27854,1.09E-02,0.30003,60,8.40E-06
1320,259.53579,1.09E-02,0.30002,60,8.40E-06
1321,259.8156,1.09E-02,0.29998,60,8.39E-06
1322,260.0928,1.09E-02,0.3,60,8.38E-06
1323,260.35233,1.09E-02,0.30002,60,8.38E-06
1324,260.59167,1.09E-02,0.29998,60,8.38E-06
1325,260.80732,1.09E-02,0.3,60,8.37E-06
1326,260.996,1.09E-02,0.30002,60,8.37E-06
1327,261.16242,1.09E-02,0.29999,60,8.37E-06
1328,261.31447,1.09E-02,0.30004,60,8.37E-06
1329,261.45937,1.09E-02,0.29998,60,8.37E-06
1330,261.602,1.09E-02,0.29998,60,8.37E-06
1331,261.7463,1.09E-02,0.30001,60,8.37E-06
1332,261.89508,1.09E-02,0.3,60,8.37E-06
1333,262.05106,1.10E-02,0.30001,60,8.37E-06
1334,262.21599,1.10E-02,0.29999,60,8.37E-06
1335,262.39148,1.10E-02,0.29999,60,8.37E-06
1336,262.57822,1.10E-02,0.30001,60,8.37E-06
1337,262.77713,1.10E-02,0.30001,60,8.37E-06
1338,262.99157,1.10E-02,0.30001,60,8.37E-06
1339,263.22433,1.10E-02,0.30001,60,8.36E-06
1340,263.47453,1.10E-02,0.30001,60,8.36E-06
1341,263.74011,1.10E-02,0.30003,60,8.36E-06
1342,264.01594,1.10E-02,0.30002,60,8.35E-06
1343,264.29085,1.10E-02,0.3,60,8.35E-06
1344,264.5466,1.10E-02,0.29999,60,8.35E-06
1345,264.77678,1.10E-02,0.29999,60,8.34E-06
1346,264.98189,1.10E-02,0.29999,60,8.34E-06
1347,265.16258,1.10E-02,0.29998,60,8.34E-06
1348,265.32452,1.10E-02,0.30011,60,8.34E-06
1349,265.47552,1.10E-02,0.29999,60,8.34E-06
1350,265.62182,1.11E-02,0.30001,60,8.34E-06
1351,265.7681,1.11E-02,0.29999,60,8.34E-06
1352,265.91748,1.11E-02,0.3,60,8.34E-06
1353,266.0723,1.11E-02,0.3,60,8.34E-06
1354,266.23538,1.11E-02,0.30001,60,8.34E-06
1355,266.40981,1.11E-02,0.3,60,8.34E-06
1356,266.5974,1.11E-02,0.29999,60,8.34E-06
1357,266.80009,1.11E-02,0.30002,60,8.34E-06
1358,267.01758,1.11E-02,0.30001,60,8.34E-06
1359,267.24779,1.11E-02,0.30004,60,8.34E-06
1360,267.49035,1.11E-02,0.29999,60,8.33E-06
1361,267.74172,1.11E-02,0.30001,60,8.33E-06
1362,267.99819,1.11E-02,0.3,60,8.33E-06
1363,268.25453,1.11E-02,0.3,60,8.32E-06
1364,268.50251,1.12E-02,0.29999,60,8.32E-06
1365,268.7356,1.12E-02,0.29999,60,8.32E-06
1366,268.95241,1.12E-02,0.30002,60,8.32E-06
1367,269.15172,1.12E-02,0.29997,60,8.31E-06
1368,269.33467,1.12E-02,0.30001,60,8.31E-06
1369,269.50483,1.12E-02,0.30002,60,8.31E-06
1370,269.66634,1.12E-02,0.3,60,8.31E-06
1371,269.82377,1.12E-02,0.3,60,8.31E-06
1372,269.9805,1.12E-02,0.30001,60,8.31E-06
1373,270.13948,1.12E-02,0.3,60,8.31E-06
1374,270.30321,1.12E-02,0.3,60,8.31E-06
1375,270.47447,1.12E-02,0.30001,60,8.32E-06
1376,270.65401,1.12E-02,0.3,60,8.31E-06
1377,270.84311,1.12E-02,0.30001,60,8.31E-06
1378,271.04283,1.13E-02,0.30003,60,8.31E-06
1379,271.25396,1.13E-02,0.30001,60,8.31E-06
1380,271.4733,1.13E-02,0.3,60,8.31E-06
1381,271.69399,1.13E-02,0.29998,60,8.31E-06
1382,271.91691,1.13E-02,0.30001,60,8.31E-06
1383,272.14117,1.13E-02,0.29998,60,8.31E-06
1384,272.35986,1.13E-02,0.30002,60,8.30E-06
1385,272.5696,1.13E-02,0.3,60,8.30E-06
1386,272.77137,1.13E-02,0.29998,60,8.30E-06
1387,272.96638,1.13E-02,0.3,60,8.30E-06
1388,273.15521,1.13E-02,0.30001,60,8.30E-06
1389,273.33935,1.13E-02,0.30002,60,8.30E-06
1390,273.52079,1.13E-02,0.3,60,8.30E-06
1391,273.70148,1.13E-02,0.29998,60,8.30E-06
1392,273.88289,1.14E-02,0.29998,60,8.30E-06
1393,274.06803,1.14E-02,0.3,60,8.30E-06
1394,274.25899,1.14E-02,0.30002,60,8.30E-06
1395,274.45547,1.14E-02,0.29999,60,8.30E-06
1396,274.65646,1.14E-02,0.29998,60,8.30E-06
1397,274.86203,1.14E-02,0.29996,60,8.30E-06
1398,275.07126,1.14E-02,0.29999,60,8.29E-06
1399,275.28279,1.14E-02,0.30002,60,8.29E-06
1400,275.49489,1.14E-02,0.29999,60,8.29E-06
